Int_LAO_sun,Int_optimized,two_theta_LAO_sub,two_theta_optimized
2,0,94.932,94.932
0,0,94.934,94.934
0,1,94.936,94.936
1,1,94.938,94.938
1,1,94.94,94.94
0,0,94.942,94.942
0,0,94.944,94.944
1,0,94.946,94.946
0,0,94.948,94.948
2,0,94.95,94.95
0,2,94.952,94.952
0,1,94.954,94.954
0,1,94.956,94.956
0,0,94.958,94.958
0,0,94.96,94.96
0,1,94.962,94.962
2,0,94.964,94.964
0,0,94.966,94.966
0,1,94.968,94.968
2,0,94.97,94.97
0,0,94.972,94.972
0,0,94.974,94.974
0,1,94.976,94.976
0,1,94.978,94.978
0,0,94.98,94.98
1,0,94.982,94.982
1,1,94.984,94.984
0,0,94.986,94.986
2,0,94.988,94.988
0,1,94.99,94.99
0,1,94.992,94.992
2,0,94.994,94.994
1,1,94.996,94.996
1,0,94.998,94.998
0,0,95,95
0,0,95.002,95.002
2,0,95.004,95.004
2,0,95.006,95.006
0,1,95.008,95.008
0,0,95.01,95.01
0,0,95.012,95.012
0,0,95.014,95.014
0,1,95.016,95.016
0,0,95.018,95.018
1,1,95.02,95.02
0,1,95.022,95.022
0,1,95.024,95.024
1,3,95.026,95.026
0,0,95.028,95.028
0,0,95.03,95.03
0,1,95.032,95.032
0,1,95.034,95.034
0,1,95.036,95.036
0,0,95.038,95.038
0,0,95.04,95.04
2,0,95.042,95.042
0,0,95.044,95.044
3,0,95.046,95.046
0,0,95.048,95.048
0,0,95.05,95.05
0,0,95.052,95.052
1,1,95.054,95.054
0,0,95.056,95.056
0,0,95.058,95.058
0,1,95.06,95.06
2,0,95.062,95.062
0,1,95.064,95.064
1,1,95.066,95.066
0,1,95.068,95.068
1,0,95.07,95.07
1,2,95.072,95.072
0,0,95.074,95.074
0,0,95.076,95.076
0,0,95.078,95.078
0,0,95.08,95.08
0,1,95.082,95.082
0,0,95.084,95.084
1,1,95.086,95.086
0,0,95.088,95.088
2,1,95.09,95.09
1,0,95.092,95.092
0,0,95.094,95.094
1,0,95.096,95.096
0,2,95.098,95.098
0,0,95.1,95.1
0,1,95.102,95.102
2,0,95.104,95.104
1,2,95.106,95.106
0,0,95.108,95.108
1,0,95.11,95.11
1,0,95.112,95.112
0,0,95.114,95.114
0,1,95.116,95.116
0,0,95.118,95.118
0,0,95.12,95.12
0,0,95.122,95.122
1,1,95.124,95.124
0,0,95.126,95.126
1,0,95.128,95.128
0,2,95.13,95.13
0,1,95.132,95.132
0,1,95.134,95.134
0,0,95.136,95.136
0,0,95.138,95.138
0,0,95.14,95.14
1,1,95.142,95.142
1,0,95.144,95.144
1,2,95.146,95.146
1,1,95.148,95.148
0,0,95.15,95.15
0,0,95.152,95.152
0,1,95.154,95.154
0,0,95.156,95.156
0,1,95.158,95.158
0,0,95.16,95.16
0,1,95.162,95.162
0,0,95.164,95.164
0,0,95.166,95.166
1,1,95.168,95.168
1,0,95.17,95.17
0,0,95.172,95.172
1,3,95.174,95.174
0,0,95.176,95.176
2,1,95.178,95.178
0,0,95.18,95.18
0,1,95.182,95.182
2,0,95.184,95.184
0,1,95.186,95.186
2,1,95.188,95.188
0,0,95.19,95.19
0,2,95.192,95.192
2,0,95.194,95.194
1,0,95.196,95.196
0,3,95.198,95.198
1,0,95.2,95.2
2,0,95.202,95.202
3,1,95.204,95.204
0,2,95.206,95.206
0,1,95.208,95.208
0,0,95.21,95.21
1,1,95.212,95.212
0,0,95.214,95.214
1,1,95.216,95.216
0,1,95.218,95.218
0,0,95.22,95.22
1,1,95.222,95.222
0,0,95.224,95.224
0,0,95.226,95.226
0,0,95.228,95.228
2,1,95.23,95.23
0,0,95.232,95.232
0,0,95.234,95.234
0,1,95.236,95.236
0,0,95.238,95.238
1,0,95.24,95.24
0,0,95.242,95.242
0,0,95.244,95.244
0,0,95.246,95.246
0,1,95.248,95.248
0,0,95.25,95.25
0,0,95.252,95.252
2,1,95.254,95.254
0,2,95.256,95.256
0,2,95.258,95.258
1,0,95.26,95.26
1,0,95.262,95.262
1,2,95.264,95.264
0,1,95.266,95.266
1,1,95.268,95.268
1,2,95.27,95.27
0,1,95.272,95.272
1,0,95.274,95.274
0,0,95.276,95.276
1,1,95.278,95.278
0,0,95.28,95.28
2,0,95.282,95.282
0,0,95.284,95.284
1,0,95.286,95.286
1,1,95.288,95.288
0,1,95.29,95.29
1,1,95.292,95.292
0,0,95.294,95.294
0,1,95.296,95.296
0,0,95.298,95.298
1,1,95.3,95.3
0,0,95.302,95.302
0,0,95.304,95.304
1,1,95.306,95.306
0,1,95.308,95.308
0,0,95.31,95.31
2,0,95.312,95.312
2,0,95.314,95.314
1,1,95.316,95.316
0,2,95.318,95.318
1,0,95.32,95.32
0,0,95.322,95.322
0,1,95.324,95.324
1,2,95.326,95.326
0,2,95.328,95.328
0,0,95.33,95.33
0,0,95.332,95.332
0,0,95.334,95.334
0,0,95.336,95.336
1,2,95.338,95.338
1,0,95.34,95.34
0,2,95.342,95.342
1,0,95.344,95.344
0,0,95.346,95.346
1,1,95.348,95.348
1,1,95.35,95.35
0,1,95.352,95.352
0,1,95.354,95.354
0,3,95.356,95.356
0,0,95.358,95.358
0,0,95.36,95.36
0,0,95.362,95.362
2,0,95.364,95.364
0,1,95.366,95.366
1,0,95.368,95.368
1,0,95.37,95.37
1,0,95.372,95.372
0,1,95.374,95.374
0,0,95.376,95.376
0,0,95.378,95.378
0,0,95.38,95.38
0,1,95.382,95.382
0,3,95.384,95.384
1,0,95.386,95.386
0,0,95.388,95.388
1,1,95.39,95.39
3,0,95.392,95.392
0,0,95.394,95.394
0,1,95.396,95.396
0,1,95.398,95.398
0,1,95.4,95.4
1,0,95.402,95.402
2,0,95.404,95.404
0,0,95.406,95.406
0,0,95.408,95.408
1,1,95.41,95.41
0,1,95.412,95.412
0,0,95.414,95.414
0,0,95.416,95.416
0,1,95.418,95.418
1,1,95.42,95.42
1,0,95.422,95.422
1,0,95.424,95.424
0,0,95.426,95.426
0,1,95.428,95.428
0,1,95.43,95.43
0,0,95.432,95.432
1,0,95.434,95.434
0,1,95.436,95.436
0,0,95.438,95.438
0,0,95.44,95.44
0,2,95.442,95.442
0,1,95.444,95.444
1,2,95.446,95.446
1,0,95.448,95.448
1,0,95.45,95.45
0,0,95.452,95.452
0,0,95.454,95.454
0,0,95.456,95.456
0,0,95.458,95.458
0,0,95.46,95.46
1,0,95.462,95.462
0,1,95.464,95.464
0,1,95.466,95.466
0,0,95.468,95.468
0,0,95.47,95.47
0,1,95.472,95.472
1,1,95.474,95.474
0,2,95.476,95.476
2,1,95.478,95.478
1,1,95.48,95.48
0,1,95.482,95.482
2,1,95.484,95.484
0,1,95.486,95.486
0,0,95.488,95.488
1,1,95.49,95.49
0,1,95.492,95.492
0,1,95.494,95.494
0,0,95.496,95.496
1,0,95.498,95.498
0,0,95.5,95.5
1,0,95.502,95.502
0,2,95.504,95.504
1,0,95.506,95.506
0,1,95.508,95.508
0,0,95.51,95.51
0,0,95.512,95.512
1,1,95.514,95.514
1,0,95.516,95.516
0,1,95.518,95.518
0,0,95.52,95.52
1,0,95.522,95.522
0,0,95.524,95.524
2,0,95.526,95.526
1,0,95.528,95.528
0,1,95.53,95.53
0,0,95.532,95.532
0,0,95.534,95.534
0,1,95.536,95.536
0,0,95.538,95.538
0,0,95.54,95.54
0,2,95.542,95.542
1,0,95.544,95.544
1,0,95.546,95.546
0,0,95.548,95.548
1,0,95.55,95.55
1,0,95.552,95.552
0,0,95.554,95.554
0,0,95.556,95.556
1,0,95.558,95.558
0,0,95.56,95.56
1,1,95.562,95.562
0,0,95.564,95.564
1,1,95.566,95.566
0,0,95.568,95.568
1,1,95.57,95.57
1,0,95.572,95.572
1,1,95.574,95.574
1,1,95.576,95.576
1,1,95.578,95.578
1,0,95.58,95.58
1,1,95.582,95.582
0,1,95.584,95.584
1,1,95.586,95.586
0,0,95.588,95.588
0,0,95.59,95.59
0,0,95.592,95.592
0,1,95.594,95.594
0,0,95.596,95.596
0,1,95.598,95.598
0,2,95.6,95.6
0,0,95.602,95.602
0,0,95.604,95.604
1,1,95.606,95.606
0,0,95.608,95.608
0,1,95.61,95.61
0,0,95.612,95.612
2,1,95.614,95.614
1,1,95.616,95.616
1,3,95.618,95.618
2,0,95.62,95.62
1,0,95.622,95.622
0,1,95.624,95.624
0,1,95.626,95.626
0,0,95.628,95.628
0,1,95.63,95.63
0,0,95.632,95.632
0,1,95.634,95.634
1,1,95.636,95.636
0,0,95.638,95.638
0,1,95.64,95.64
1,1,95.642,95.642
0,2,95.644,95.644
0,1,95.646,95.646
0,1,95.648,95.648
0,0,95.65,95.65
0,0,95.652,95.652
0,0,95.654,95.654
1,1,95.656,95.656
1,0,95.658,95.658
2,0,95.66,95.66
1,1,95.662,95.662
1,0,95.664,95.664
1,2,95.666,95.666
0,0,95.668,95.668
0,0,95.67,95.67
0,0,95.672,95.672
0,0,95.674,95.674
0,0,95.676,95.676
1,0,95.678,95.678
1,0,95.68,95.68
1,0,95.682,95.682
0,1,95.684,95.684
0,0,95.686,95.686
0,2,95.688,95.688
0,0,95.69,95.69
0,0,95.692,95.692
0,0,95.694,95.694
0,1,95.696,95.696
1,2,95.698,95.698
2,0,95.7,95.7
1,2,95.702,95.702
2,0,95.704,95.704
0,0,95.706,95.706
0,0,95.708,95.708
0,1,95.71,95.71
0,0,95.712,95.712
1,0,95.714,95.714
2,1,95.716,95.716
2,0,95.718,95.718
1,0,95.72,95.72
1,0,95.722,95.722
0,1,95.724,95.724
0,0,95.726,95.726
1,1,95.728,95.728
0,0,95.73,95.73
0,1,95.732,95.732
1,1,95.734,95.734
0,0,95.736,95.736
0,0,95.738,95.738
0,0,95.74,95.74
0,0,95.742,95.742
0,1,95.744,95.744
0,0,95.746,95.746
1,1,95.748,95.748
1,3,95.75,95.75
0,0,95.752,95.752
0,2,95.754,95.754
1,0,95.756,95.756
1,1,95.758,95.758
1,0,95.76,95.76
0,1,95.762,95.762
0,0,95.764,95.764
1,0,95.766,95.766
0,2,95.768,95.768
0,0,95.77,95.77
0,1,95.772,95.772
0,0,95.774,95.774
0,0,95.776,95.776
0,0,95.778,95.778
0,1,95.78,95.78
1,0,95.782,95.782
1,0,95.784,95.784
1,1,95.786,95.786
0,0,95.788,95.788
0,0,95.79,95.79
0,2,95.792,95.792
0,0,95.794,95.794
0,3,95.796,95.796
2,0,95.798,95.798
0,0,95.8,95.8
0,0,95.802,95.802
2,0,95.804,95.804
0,0,95.806,95.806
1,0,95.808,95.808
1,0,95.81,95.81
0,1,95.812,95.812
0,0,95.814,95.814
1,1,95.816,95.816
1,0,95.818,95.818
1,0,95.82,95.82
1,0,95.822,95.822
0,1,95.824,95.824
0,0,95.826,95.826
1,1,95.828,95.828
2,0,95.83,95.83
0,1,95.832,95.832
0,1,95.834,95.834
0,1,95.836,95.836
1,0,95.838,95.838
2,0,95.84,95.84
0,0,95.842,95.842
0,1,95.844,95.844
0,0,95.846,95.846
0,2,95.848,95.848
1,1,95.85,95.85
0,1,95.852,95.852
1,0,95.854,95.854
0,4,95.856,95.856
0,0,95.858,95.858
0,1,95.86,95.86
1,1,95.862,95.862
0,0,95.864,95.864
0,0,95.866,95.866
2,1,95.868,95.868
0,1,95.87,95.87
0,0,95.872,95.872
1,0,95.874,95.874
1,0,95.876,95.876
0,1,95.878,95.878
0,0,95.88,95.88
0,1,95.882,95.882
0,2,95.884,95.884
0,0,95.886,95.886
0,1,95.888,95.888
0,0,95.89,95.89
0,1,95.892,95.892
1,2,95.894,95.894
0,1,95.896,95.896
1,1,95.898,95.898
0,0,95.9,95.9
0,2,95.902,95.902
0,0,95.904,95.904
1,1,95.906,95.906
1,0,95.908,95.908
0,0,95.91,95.91
0,0,95.912,95.912
0,0,95.914,95.914
0,0,95.916,95.916
0,1,95.918,95.918
0,0,95.92,95.92
1,0,95.922,95.922
2,2,95.924,95.924
0,1,95.926,95.926
2,1,95.928,95.928
0,0,95.93,95.93
0,1,95.932,95.932
0,0,95.934,95.934
1,2,95.936,95.936
1,2,95.938,95.938
0,0,95.94,95.94
1,0,95.942,95.942
1,0,95.944,95.944
0,0,95.946,95.946
0,0,95.948,95.948
1,0,95.95,95.95
0,0,95.952,95.952
1,1,95.954,95.954
0,0,95.956,95.956
0,1,95.958,95.958
0,0,95.96,95.96
2,0,95.962,95.962
0,2,95.964,95.964
0,0,95.966,95.966
1,0,95.968,95.968
0,1,95.97,95.97
0,1,95.972,95.972
1,1,95.974,95.974
0,2,95.976,95.976
0,1,95.978,95.978
0,0,95.98,95.98
1,0,95.982,95.982
0,0,95.984,95.984
0,1,95.986,95.986
1,0,95.988,95.988
0,0,95.99,95.99
0,1,95.992,95.992
0,0,95.994,95.994
0,0,95.996,95.996
1,0,95.998,95.998
1,1,96,96
0,1,96.002,96.002
1,0,96.004,96.004
0,1,96.006,96.006
0,0,96.008,96.008
0,0,96.01,96.01
0,0,96.012,96.012
0,1,96.014,96.014
1,0,96.016,96.016
1,1,96.018,96.018
0,1,96.02,96.02
1,1,96.022,96.022
1,0,96.024,96.024
0,0,96.026,96.026
0,1,96.028,96.028
0,1,96.03,96.03
0,0,96.032,96.032
0,0,96.034,96.034
0,0,96.036,96.036
2,1,96.038,96.038
1,0,96.04,96.04
0,0,96.042,96.042
0,0,96.044,96.044
1,0,96.046,96.046
0,1,96.048,96.048
0,1,96.05,96.05
0,1,96.052,96.052
1,0,96.054,96.054
1,1,96.056,96.056
0,0,96.058,96.058
0,2,96.06,96.06
1,2,96.062,96.062
0,2,96.064,96.064
0,0,96.066,96.066
0,0,96.068,96.068
0,0,96.07,96.07
1,2,96.072,96.072
0,0,96.074,96.074
0,0,96.076,96.076
0,0,96.078,96.078
0,2,96.08,96.08
1,1,96.082,96.082
1,1,96.084,96.084
0,0,96.086,96.086
0,0,96.088,96.088
0,0,96.09,96.09
1,0,96.092,96.092
0,0,96.094,96.094
0,0,96.096,96.096
0,1,96.098,96.098
0,1,96.1,96.1
2,0,96.102,96.102
0,0,96.104,96.104
1,1,96.106,96.106
0,0,96.108,96.108
2,0,96.11,96.11
1,0,96.112,96.112
3,0,96.114,96.114
0,0,96.116,96.116
0,1,96.118,96.118
0,0,96.12,96.12
1,0,96.122,96.122
0,0,96.124,96.124
0,0,96.126,96.126
1,0,96.128,96.128
1,1,96.13,96.13
1,0,96.132,96.132
0,0,96.134,96.134
1,0,96.136,96.136
0,1,96.138,96.138
1,3,96.14,96.14
0,0,96.142,96.142
0,0,96.144,96.144
2,1,96.146,96.146
0,2,96.148,96.148
1,1,96.15,96.15
0,1,96.152,96.152
0,2,96.154,96.154
0,0,96.156,96.156
1,0,96.158,96.158
1,1,96.16,96.16
0,0,96.162,96.162
1,0,96.164,96.164
0,1,96.166,96.166
0,1,96.168,96.168
0,1,96.17,96.17
0,2,96.172,96.172
0,0,96.174,96.174
1,0,96.176,96.176
0,1,96.178,96.178
1,0,96.18,96.18
0,0,96.182,96.182
0,0,96.184,96.184
0,1,96.186,96.186
0,0,96.188,96.188
1,2,96.19,96.19
1,0,96.192,96.192
0,0,96.194,96.194
0,2,96.196,96.196
0,1,96.198,96.198
2,1,96.2,96.2
1,1,96.202,96.202
1,0,96.204,96.204
0,1,96.206,96.206
1,1,96.208,96.208
0,0,96.21,96.21
2,1,96.212,96.212
2,0,96.214,96.214
2,1,96.216,96.216
1,0,96.218,96.218
1,1,96.22,96.22
0,0,96.222,96.222
0,1,96.224,96.224
0,1,96.226,96.226
0,0,96.228,96.228
0,0,96.23,96.23
0,0,96.232,96.232
1,0,96.234,96.234
1,0,96.236,96.236
2,1,96.238,96.238
0,1,96.24,96.24
0,1,96.242,96.242
0,0,96.244,96.244
1,0,96.246,96.246
1,0,96.248,96.248
0,1,96.25,96.25
2,3,96.252,96.252
0,0,96.254,96.254
0,0,96.256,96.256
0,0,96.258,96.258
0,0,96.26,96.26
0,0,96.262,96.262
0,0,96.264,96.264
0,1,96.266,96.266
1,0,96.268,96.268
0,0,96.27,96.27
0,0,96.272,96.272
0,1,96.274,96.274
1,0,96.276,96.276
0,1,96.278,96.278
0,0,96.28,96.28
0,0,96.282,96.282
0,0,96.284,96.284
1,0,96.286,96.286
0,0,96.288,96.288
1,0,96.29,96.29
0,0,96.292,96.292
1,2,96.294,96.294
0,0,96.296,96.296
1,0,96.298,96.298
0,2,96.3,96.3
1,0,96.302,96.302
3,0,96.304,96.304
1,0,96.306,96.306
0,0,96.308,96.308
1,1,96.31,96.31
1,1,96.312,96.312
0,1,96.314,96.314
0,0,96.316,96.316
0,0,96.318,96.318
0,0,96.32,96.32
0,0,96.322,96.322
0,0,96.324,96.324
0,0,96.326,96.326
0,0,96.328,96.328
0,0,96.33,96.33
1,0,96.332,96.332
0,1,96.334,96.334
0,1,96.336,96.336
0,0,96.338,96.338
0,0,96.34,96.34
1,1,96.342,96.342
0,1,96.344,96.344
3,0,96.346,96.346
0,0,96.348,96.348
0,0,96.35,96.35
0,1,96.352,96.352
1,0,96.354,96.354
1,1,96.356,96.356
0,1,96.358,96.358
0,2,96.36,96.36
0,0,96.362,96.362
0,1,96.364,96.364
0,1,96.366,96.366
0,0,96.368,96.368
0,0,96.37,96.37
1,1,96.372,96.372
0,0,96.374,96.374
1,1,96.376,96.376
0,0,96.378,96.378
0,2,96.38,96.38
1,0,96.382,96.382
1,0,96.384,96.384
2,1,96.386,96.386
0,1,96.388,96.388
2,0,96.39,96.39
0,0,96.392,96.392
0,0,96.394,96.394
0,1,96.396,96.396
1,0,96.398,96.398
1,0,96.4,96.4
1,0,96.402,96.402
0,0,96.404,96.404
0,1,96.406,96.406
1,1,96.408,96.408
0,0,96.41,96.41
1,0,96.412,96.412
1,0,96.414,96.414
2,0,96.416,96.416
0,0,96.418,96.418
1,1,96.42,96.42
0,2,96.422,96.422
0,0,96.424,96.424
1,1,96.426,96.426
0,0,96.428,96.428
0,0,96.43,96.43
1,1,96.432,96.432
1,0,96.434,96.434
0,0,96.436,96.436
1,0,96.438,96.438
0,0,96.44,96.44
0,1,96.442,96.442
1,0,96.444,96.444
0,1,96.446,96.446
0,0,96.448,96.448
1,1,96.45,96.45
1,2,96.452,96.452
1,0,96.454,96.454
0,0,96.456,96.456
0,2,96.458,96.458
3,1,96.46,96.46
1,2,96.462,96.462
1,1,96.464,96.464
0,0,96.466,96.466
2,0,96.468,96.468
1,1,96.47,96.47
1,0,96.472,96.472
1,1,96.474,96.474
1,0,96.476,96.476
0,1,96.478,96.478
0,1,96.48,96.48
0,1,96.482,96.482
1,1,96.484,96.484
0,2,96.486,96.486
0,0,96.488,96.488
0,0,96.49,96.49
1,0,96.492,96.492
2,0,96.494,96.494
1,1,96.496,96.496
0,0,96.498,96.498
0,0,96.5,96.5
1,1,96.502,96.502
1,2,96.504,96.504
1,3,96.506,96.506
0,1,96.508,96.508
0,0,96.51,96.51
0,0,96.512,96.512
0,0,96.514,96.514
0,0,96.516,96.516
1,0,96.518,96.518
0,0,96.52,96.52
0,1,96.522,96.522
0,1,96.524,96.524
0,1,96.526,96.526
2,2,96.528,96.528
0,1,96.53,96.53
0,1,96.532,96.532
1,0,96.534,96.534
0,1,96.536,96.536
0,1,96.538,96.538
0,1,96.54,96.54
0,0,96.542,96.542
0,0,96.544,96.544
0,0,96.546,96.546
0,0,96.548,96.548
0,1,96.55,96.55
0,0,96.552,96.552
1,0,96.554,96.554
0,1,96.556,96.556
0,1,96.558,96.558
0,0,96.56,96.56
0,0,96.562,96.562
0,0,96.564,96.564
0,1,96.566,96.566
0,1,96.568,96.568
0,2,96.57,96.57
0,1,96.572,96.572
0,0,96.574,96.574
2,0,96.576,96.576
0,0,96.578,96.578
0,0,96.58,96.58
1,0,96.582,96.582
0,1,96.584,96.584
0,0,96.586,96.586
2,1,96.588,96.588
1,1,96.59,96.59
0,0,96.592,96.592
0,0,96.594,96.594
1,0,96.596,96.596
0,0,96.598,96.598
0,0,96.6,96.6
0,2,96.602,96.602
0,0,96.604,96.604
1,0,96.606,96.606
0,0,96.608,96.608
0,0,96.61,96.61
0,0,96.612,96.612
0,0,96.614,96.614
0,0,96.616,96.616
0,0,96.618,96.618
0,1,96.62,96.62
2,2,96.622,96.622
1,2,96.624,96.624
2,1,96.626,96.626
1,0,96.628,96.628
1,0,96.63,96.63
0,0,96.632,96.632
2,0,96.634,96.634
0,1,96.636,96.636
0,0,96.638,96.638
0,2,96.64,96.64
0,1,96.642,96.642
0,1,96.644,96.644
0,0,96.646,96.646
0,1,96.648,96.648
0,1,96.65,96.65
0,1,96.652,96.652
2,2,96.654,96.654
0,1,96.656,96.656
0,0,96.658,96.658
1,1,96.66,96.66
2,1,96.662,96.662
0,1,96.664,96.664
0,0,96.666,96.666
0,0,96.668,96.668
1,1,96.67,96.67
1,1,96.672,96.672
0,2,96.674,96.674
0,0,96.676,96.676
2,1,96.678,96.678
1,0,96.68,96.68
0,0,96.682,96.682
2,0,96.684,96.684
0,0,96.686,96.686
1,1,96.688,96.688
0,0,96.69,96.69
0,0,96.692,96.692
0,0,96.694,96.694
1,0,96.696,96.696
0,2,96.698,96.698
1,2,96.7,96.7
0,0,96.702,96.702
0,0,96.704,96.704
1,0,96.706,96.706
0,0,96.708,96.708
0,1,96.71,96.71
1,0,96.712,96.712
0,0,96.714,96.714
0,0,96.716,96.716
1,0,96.718,96.718
1,0,96.72,96.72
1,0,96.722,96.722
0,0,96.724,96.724
0,0,96.726,96.726
1,2,96.728,96.728
0,1,96.73,96.73
0,0,96.732,96.732
0,1,96.734,96.734
0,1,96.736,96.736
1,0,96.738,96.738
1,0,96.74,96.74
1,0,96.742,96.742
0,0,96.744,96.744
0,2,96.746,96.746
0,0,96.748,96.748
0,2,96.75,96.75
0,0,96.752,96.752
0,3,96.754,96.754
0,0,96.756,96.756
0,0,96.758,96.758
0,0,96.76,96.76
0,0,96.762,96.762
0,0,96.764,96.764
2,1,96.766,96.766
0,2,96.768,96.768
1,0,96.77,96.77
1,0,96.772,96.772
0,4,96.774,96.774
1,0,96.776,96.776
1,0,96.778,96.778
0,0,96.78,96.78
0,0,96.782,96.782
1,1,96.784,96.784
0,0,96.786,96.786
0,0,96.788,96.788
0,0,96.79,96.79
0,0,96.792,96.792
0,1,96.794,96.794
1,0,96.796,96.796
1,0,96.798,96.798
0,1,96.8,96.8
1,1,96.802,96.802
0,0,96.804,96.804
0,1,96.806,96.806
1,0,96.808,96.808
0,1,96.81,96.81
1,0,96.812,96.812
0,0,96.814,96.814
0,0,96.816,96.816
0,0,96.818,96.818
0,0,96.82,96.82
0,0,96.822,96.822
0,2,96.824,96.824
0,0,96.826,96.826
0,2,96.828,96.828
2,2,96.83,96.83
2,0,96.832,96.832
0,1,96.834,96.834
0,0,96.836,96.836
0,1,96.838,96.838
1,0,96.84,96.84
0,0,96.842,96.842
1,0,96.844,96.844
1,0,96.846,96.846
0,0,96.848,96.848
2,0,96.85,96.85
1,0,96.852,96.852
0,0,96.854,96.854
1,0,96.856,96.856
0,1,96.858,96.858
0,0,96.86,96.86
0,0,96.862,96.862
0,0,96.864,96.864
0,1,96.866,96.866
1,0,96.868,96.868
0,0,96.87,96.87
0,0,96.872,96.872
0,0,96.874,96.874
0,0,96.876,96.876
0,0,96.878,96.878
0,0,96.88,96.88
0,0,96.882,96.882
0,0,96.884,96.884
0,0,96.886,96.886
0,0,96.888,96.888
0,1,96.89,96.89
0,0,96.892,96.892
0,1,96.894,96.894
0,2,96.896,96.896
0,1,96.898,96.898
0,0,96.9,96.9
2,0,96.902,96.902
0,1,96.904,96.904
2,0,96.906,96.906
1,0,96.908,96.908
0,1,96.91,96.91
0,0,96.912,96.912
0,0,96.914,96.914
0,1,96.916,96.916
1,0,96.918,96.918
3,0,96.92,96.92
1,0,96.922,96.922
0,1,96.924,96.924
0,0,96.926,96.926
0,0,96.928,96.928
0,0,96.93,96.93
0,0,96.932,96.932
0,0,96.934,96.934
0,0,96.936,96.936
0,2,96.938,96.938
0,0,96.94,96.94
0,1,96.942,96.942
0,0,96.944,96.944
0,0,96.946,96.946
0,1,96.948,96.948
1,1,96.95,96.95
1,0,96.952,96.952
0,1,96.954,96.954
0,2,96.956,96.956
0,0,96.958,96.958
0,0,96.96,96.96
0,0,96.962,96.962
0,0,96.964,96.964
0,1,96.966,96.966
0,0,96.968,96.968
1,0,96.97,96.97
0,1,96.972,96.972
0,1,96.974,96.974
0,0,96.976,96.976
0,0,96.978,96.978
1,0,96.98,96.98
3,0,96.982,96.982
0,2,96.984,96.984
1,0,96.986,96.986
0,0,96.988,96.988
0,0,96.99,96.99
0,1,96.992,96.992
1,0,96.994,96.994
0,0,96.996,96.996
1,1,96.998,96.998
2,0,97,97
1,0,97.002,97.002
1,0,97.004,97.004
0,1,97.006,97.006
1,0,97.008,97.008
1,1,97.01,97.01
0,0,97.012,97.012
0,1,97.014,97.014
0,0,97.016,97.016
1,0,97.018,97.018
2,2,97.02,97.02
0,2,97.022,97.022
1,0,97.024,97.024
2,0,97.026,97.026
0,3,97.028,97.028
0,1,97.03,97.03
0,0,97.032,97.032
2,1,97.034,97.034
2,0,97.036,97.036
1,0,97.038,97.038
0,0,97.04,97.04
0,1,97.042,97.042
0,1,97.044,97.044
2,1,97.046,97.046
1,0,97.048,97.048
1,2,97.05,97.05
1,0,97.052,97.052
0,0,97.054,97.054
2,0,97.056,97.056
0,1,97.058,97.058
0,2,97.06,97.06
0,1,97.062,97.062
0,1,97.064,97.064
0,0,97.066,97.066
0,1,97.068,97.068
0,1,97.07,97.07
1,1,97.072,97.072
1,1,97.074,97.074
0,0,97.076,97.076
1,0,97.078,97.078
0,0,97.08,97.08
1,2,97.082,97.082
0,1,97.084,97.084
0,0,97.086,97.086
0,1,97.088,97.088
0,0,97.09,97.09
0,1,97.092,97.092
0,0,97.094,97.094
0,0,97.096,97.096
0,0,97.098,97.098
0,2,97.1,97.1
0,0,97.102,97.102
0,1,97.104,97.104
0,0,97.106,97.106
0,2,97.108,97.108
0,2,97.11,97.11
0,0,97.112,97.112
0,0,97.114,97.114
1,0,97.116,97.116
0,0,97.118,97.118
0,0,97.12,97.12
0,0,97.122,97.122
2,0,97.124,97.124
0,1,97.126,97.126
0,0,97.128,97.128
0,0,97.13,97.13
1,0,97.132,97.132
0,1,97.134,97.134
0,1,97.136,97.136
0,0,97.138,97.138
1,0,97.14,97.14
1,0,97.142,97.142
2,1,97.144,97.144
0,0,97.146,97.146
0,2,97.148,97.148
0,0,97.15,97.15
0,0,97.152,97.152
0,0,97.154,97.154
0,0,97.156,97.156
1,1,97.158,97.158
2,1,97.16,97.16
0,0,97.162,97.162
0,0,97.164,97.164
1,1,97.166,97.166
1,1,97.168,97.168
0,1,97.17,97.17
0,1,97.172,97.172
0,1,97.174,97.174
0,0,97.176,97.176
0,0,97.178,97.178
0,0,97.18,97.18
0,1,97.182,97.182
0,1,97.184,97.184
0,0,97.186,97.186
0,1,97.188,97.188
1,0,97.19,97.19
0,0,97.192,97.192
0,0,97.194,97.194
0,0,97.196,97.196
1,0,97.198,97.198
0,1,97.2,97.2
0,1,97.202,97.202
0,0,97.204,97.204
0,3,97.206,97.206
0,0,97.208,97.208
0,0,97.21,97.21
1,1,97.212,97.212
1,1,97.214,97.214
0,0,97.216,97.216
1,0,97.218,97.218
1,0,97.22,97.22
0,0,97.222,97.222
0,0,97.224,97.224
2,1,97.226,97.226
2,0,97.228,97.228
0,1,97.23,97.23
0,0,97.232,97.232
1,0,97.234,97.234
1,0,97.236,97.236
0,0,97.238,97.238
0,1,97.24,97.24
0,0,97.242,97.242
0,0,97.244,97.244
0,1,97.246,97.246
0,0,97.248,97.248
0,1,97.25,97.25
0,2,97.252,97.252
0,1,97.254,97.254
1,0,97.256,97.256
0,0,97.258,97.258
